floornum,replytime,user,content,liang
50楼,2018-04-22 05:16,JeonJin,25次失误也能在季后赛赢球？？？？？？？？发自虎扑Android客户端,2
51楼,2018-04-22 05:16,海辰丶,抛开胜负不说，韦德已经倾尽所有发自手机虎扑 m.hupu.com,6
52楼,2018-04-22 05:16,床又出了一个洞,WD可惜了。76人真的可以yy总冠军了。发自虎扑Android客户端,4
53楼,2018-04-22 05:16,真的在乎我,西王爷顶住压力下半场真心不错发自虎扑Android客户端,1
54楼,2018-04-22 05:16,肖某,8个失误啊大帝.....  看着都让人揪心发自虎扑Android客户端,1
55楼,2018-04-22 05:16,Aimer鬼隐i,大爷尽力了啊…！发自虎扑iPhone客户端,6
56楼,2018-04-22 05:16,约基奇死忠,最后热火明显体力不行了……今年看好76人搞事情！！相信过程！发自虎扑iPhone客户端,3
57楼,2018-04-22 05:16,机器人先生,韦德尽力了。。发自虎扑iPhone客户端,4
60楼,2018-04-22 05:16,HC站不住,哎，可惜了韦德最后超神的表现发自虎扑iPhone客户端,4
61楼,2018-04-22 05:16,a306099696,你的马也救不了热火了。发自虎扑iPhone客户端,0
62楼,2018-04-22 05:17,小沃尔,大帝带个面具不习惯。进攻打的好差。不过防守实在是6。发自虎扑Android客户端,4
63楼,2018-04-22 05:17,为何而存在,可惜啊，韦德的体能只能支持他这样打半节，韦德年轻3岁这球就赢下来了,4
64楼,2018-04-22 05:17,zhuxiaohu35,热火就是76人的年轻后生们前进道路上的一场考试！所幸这场考及格了。           自动判断 中文中文(简体)中文(香港)中文(繁体)英语日语朝鲜语德语法语俄语泰语南非语阿拉伯语阿塞拜疆语比利时语保加利亚语加泰隆语捷克语威尔士语丹麦语第维埃语希腊语世界语西班牙语爱沙尼亚语巴士克语法斯语芬兰语法罗语加里西亚语古吉拉特语希伯来语印地语克罗地亚语匈牙利语亚美尼亚语印度尼西亚语冰岛语意大利语格鲁吉亚语哈萨克语卡纳拉语孔卡尼语吉尔吉斯语立陶宛语拉脱维亚语毛利语马其顿语蒙古语马拉地语马来语马耳他语挪威语(伯克梅尔)荷兰语北梭托语旁遮普语波兰语葡萄牙语克丘亚语罗马尼亚语梵文北萨摩斯语斯洛伐克语斯洛文尼亚语阿尔巴尼亚语瑞典语斯瓦希里语叙利亚语泰米尔语泰卢固语塔加路语茨瓦纳语土耳其语宗加语kl@语乌克兰语乌都语乌兹别克语越南语班图语祖鲁语      自动选择 中文中文(简体)中文(香港)中文(繁体)英语日语朝鲜语德语法语俄语泰语南非语阿拉伯语阿塞拜疆语比利时语保加利亚语加泰隆语捷克语威尔士语丹麦语第维埃语希腊语世界语西班牙语爱沙尼亚语巴士克语法斯语芬兰语法罗语加里西亚语古吉拉特语希伯来语印地语克罗地亚语匈牙利语亚美尼亚语印度尼西亚语冰岛语意大利语格鲁吉亚语哈萨克语卡纳拉语孔卡尼语吉尔吉斯语立陶宛语拉脱维亚语毛利语马其顿语蒙古语马拉地语马来语马耳他语挪威语(伯克梅尔)荷兰语北梭托语旁遮普语波兰语葡萄牙语克丘亚语罗马尼亚语梵文北萨摩斯语斯洛伐克语斯洛文尼亚语阿尔巴尼亚语瑞典语斯瓦希里语叙利亚语泰米尔语泰卢固语塔加路语茨瓦纳语土耳其语宗加语kl@语乌克兰语乌都语乌兹别克语越南语班图语祖鲁语     有道翻译 百度翻译 谷歌翻译 谷歌翻译（国内）   翻译    朗读 复制     正在查询，请稍候……    重试      朗读 复制       复制     朗读 复制      via 谷歌翻译（国内）  译,1
65楼,2018-04-22 05:17,fyyxxx,西蒙斯时间。有点帅！,2
66楼,2018-04-22 05:17,惟愿无事常相见,相信过程，恩比德今天虽然进攻一般，防守覆盖面积真大，西蒙斯三双啊，天赋真溢出。发自虎扑iPhone客户端,3
67楼,2018-04-22 05:17,nkwmm,打掉了最后一颗子弹，够意思了发自手机虎扑 m.hupu.com,3
68楼,2018-04-22 05:17,beiliyc,靠尺度终归会坑死自己，看看所谓的铁血之后，三分命中吧。发自虎扑iPhone客户端,3
69楼,2018-04-22 05:17,卢卡o东契奇,大半夜的把人吓死我了发自手机虎扑 m.hupu.com,0
70楼,2018-04-22 05:17,silentlove,西蒙斯是真的屌，两队实力差距比分数大，热火就是靠拼的强度强行支撑。wade实在是太让人敬佩了,5
71楼,2018-04-22 05:17,larmy123,恕我直言，就今天费城这爆炸的失误跟便秘一样的进攻。依然还赢下了比赛。说难听点也别提奶不奶的了。这轮系列赛应该没什么悬念了。。。,6
72楼,2018-04-22 05:17,文思没卡特,熬夜的同志们这场值了，看西帝暴力吃鸡，让鸡插翅难飞，真的强！发自虎扑Android客户端,1
73楼,2018-04-22 05:17,fabregakang,篮球天才斯帅，关键时刻就是不用韦德和白边，然后就被76人把篮板爆惨了，快输了才想起来白边，真的天才。,3
74楼,2018-04-22 05:17,llflzxy,席梦思未来绝对是巨星发自手机虎扑 m.hupu.com,2
75楼,2018-04-22 05:17,kelly.iverson,赢得解气。床垫心态太牛逼了。发自虎扑iPhone客户端,0
76楼,2018-04-22 05:17,西江月216,即使穷途末路的热火拿出了打架般的撕咬式防守，76人的小伙子们用了两节半时间终究适应了下来，并完成了逆转。最后，谁特么说雷迪克打硬仗不行的？不管他以前说过什么，我今天还就是要吹一波雷迪克，在高强度防守下依然能够维持相对稳定的手感，这场真的是76人这场外线的定海神针！发自虎扑Android客户端,70
77楼,2018-04-22 05:17,walltree,绞肉机大战 不说了发自虎扑iPhone客户端,4
78楼,2018-04-22 05:17,只身打馬过草原,干的漂亮，我得帝！发自虎扑iPhone客户端,2
79楼,2018-04-22 05:17,犀首先生,双帝及时觉醒，带走关键胜利。事实证明，没有超神射手，76人还是可以慢慢磨出胜利。发自虎扑iPhone客户端,3
80楼,2018-04-22 05:17,课代表兰兰,当最美妙的篮球天赋遇上最强硬的体育精神...每个回合都有人倒地流血，如果你输掉这场比赛，不是因为你不够强，是因为你还不够想赢。,3
81楼,2018-04-22 05:17,安菲尔德路L4,那个25号出不出签名鞋，我要买,1
82楼,2018-04-22 05:17,韦wow德3,热火莫名其妙的第四节啊，可惜我韦的最后发挥了发自虎扑iPhone客户端,3
83楼,2018-04-22 05:17,icetuna,最后一节西帝vs韦德太好看了！发自虎扑iPhone客户端,3
84楼,2018-04-22 05:17,自爆宗宗主,骚韦最后几球看湿了一己之力对抗76人全队可惜双拳难敌152手啊发自虎扑Android客户端,3
86楼,2018-04-22 05:17,火箭必夺总冠军,韦德最后的罚球可惜了发自虎扑iPhone客户端,1
88楼,2018-04-22 05:17,周家小桥,本·西蒙斯！三双赢球！看韦德的表演！我以为现在是06年！厉害咯！发自虎扑Android客户端,2
89楼,2018-04-22 05:17,U鲁,太艰难了，绞肉机一样的比赛，能赢下来真是不可思议发自虎扑Android客户端,1
90楼,2018-04-22 05:17,一时啊,今天恩比德变坑比德了，希望能调整过来西帝关键时刻还是稳的，可惜了韦德的超神发挥发自虎扑iPhone客户端,3
91楼,2018-04-22 05:17,穆铁柱的铁柱,西蒙斯时间！大帝已死，西帝当立！txtx发自虎扑Android客户端,1
92楼,2018-04-22 05:17,BRS213,我倒要看看热火用这样肉搏和拼犯规的打法能赢几场发自虎扑iPhone客户端,1
93楼,2018-04-22 05:17,Keepred,西帝还是牛逼！大帝要是再铁就要被篡位了！发自虎扑iPhone客户端,0
94楼,2018-04-22 05:17,杨小宁,热火还是韦德的，这里是他的马。席帝牛逼发自虎扑iPhone客户端,2
95楼,2018-04-22 05:17,总冠军三分杀,恩比德：我攻不进去，你也别想。发自虎扑Android客户端,5
96楼,2018-04-22 05:17,一桶er,jj这场值3200w！发自虎扑iPhone客户端,0
97楼,2018-04-22 05:17,Joshua徐,今夜的热火死于罚球发自虎扑iPhone客户端,1
98楼,2018-04-22 05:17,尬聊之王,这么多年了，热火这个horse还是韦德的发自虎扑Android客户端,1
99楼,2018-04-22 05:17,阳光下投篮,韦大爷今天真的尽力了！可惜功亏一篑！发自手机虎扑 m.hupu.com,1
100楼,2018-04-22 05:17,Jewelzz,激烈的对抗，精彩的比赛。发自虎扑Android客户端,0
101楼,2018-04-22 05:17,我叫万龙晟,大帝最后那球，真的好帽啊，给了个犯规。今天进攻真的坑啊，防守成了热火的nightmare，差点成了我的，3:1继续加油吧！发自虎扑Android客户端,3
102楼,2018-04-22 05:17,loveayas,引用20楼 @挚爱雷迪克 发表的:雷迪克关键篮板牛B！！！！！！给力给力！！,4
103楼,2018-04-22 05:17,马刺保罗fmvp,席梦思的暴扣可能会迟到，但永不缺席。发自手机虎扑 m.hupu.com,1
104楼,2018-04-22 05:17,嘻嘻龙小胖,DW令人动容!发自虎扑Android客户端,1
105楼,2018-04-22 05:17,保罗碰触西决地板,韦德:我的马跑掉了发自虎扑Android客户端,1
106楼,2018-04-22 05:17,我麦的膝盖肩膀小腰,大帝进攻受面具干扰  还好最佳防守球员！！发自虎扑Android客户端,4
107楼,2018-04-22 05:17,别说了爱过,虽然岁月偷走逼王的闪电，但我逼王还是万马奔腾，这他妈的我的马，席梦思学着点，你的路还长发自虎扑iPhone客户端,0
108楼,2018-04-22 05:17,elfensin,激烈的比赛啊！26个失误，23%三分命中率竟然还能赢球，这只能说天赋碾压经验了。大帝这场进攻端打的真不好，甚至大部分时间可以说是“累赘”，太过犹豫，而且一直想去造犯规。不过季后赛哪有这么好造犯规啊，需要注意下了。阿德巴约防大帝有一套，好多次都不让大帝舒服的要位。好在大帝防守端依然存在感十足，几个帽，几个延误都很不错。西帝上半场有点太放松了，各种低级失误，比如第一节前场五打三直接失误了，被人打一个反击。好在下半场特别是第三节后半段回过神了。季后赛第一个三双get，季后赛单轮场均三双还是差一个助攻。雷迪克打的一点都不软啊，整轮系列赛至今四场总体还是挺好的啊。热火这边，德拉季奇打的真不错，这两场都非常不错。白边明显状态回升了。韦德依然碉堡了，如果还能场均35分钟，76人可能真的要跪了。 这比赛身体对抗真好看，有激烈的对抗，有季后赛老油条刷心机，有年轻人的天赋，有巨星关键时刻！作为76人球迷赢了自然很开心，输了也不会难过。比赛好看啊！而且其实我觉得大多数动作都还行啊，不知道为什么shh上两方球迷这么剑拔弩张？难道是我屁股坐太歪了？发自虎扑iPhone客户端,6
109楼,2018-04-22 05:17,欧巴塞拉嘿呦,这么多年了热火最稳定的还是韦德发自虎扑Android客户端,2
110楼,2018-04-22 05:17,meier1910,这个尺度76人都能赢，实在不可思议。,5
111楼,2018-04-22 05:17,眠蛇,热火最后真是没人可以信赖啊，要靠36岁的大爷得分，而连一个疑似辱华的也防不住发自虎扑iPhone客户端,6
112楼,2018-04-22 05:17,韋德DWYANE,这也许是我韦最后一场主场比赛了，且看且珍惜吧，哎。发自虎扑iPhone客户端,4
113楼,2018-04-22 05:17,Alpert,二帝的天赋都要冒出美航中心的天花板了！发自虎扑Android客户端,1
114楼,2018-04-22 05:17,恩比德前女友,相信过程！费城必胜。发自虎扑Android客户端,0
115楼,2018-04-22 05:17,曾志伟大帽姚明,他不是下一个詹姆斯 也不是下一个魔术师约翰逊他就是他自己---本西蒙斯！新秀赛季就可以在季后赛打成这样 真的是未来可期！发自虎扑iPhone客户端,1
116楼,2018-04-22 05:17,赤身裸体,76人总冠军！！！不枉我大半夜的换十个QQ号试看完第四节比赛！！！西帝牛逼！大帝牛逼！费城崛起！发自虎扑iPhone客户端,5
117楼,2018-04-22 05:17,费城76人控卫富尔茨,从常规赛上半段第四节必崩 到季后赛第四节多次逆转 76人真的蜕变了！！！鸡王牛逼，韦德同样牛逼！！！发自虎扑iPhone客户端,2
118楼,2018-04-22 05:17,jjjames123,热火这场硬仗输了感觉不容易了，韦大爷不可能天天第四节救场,1
119楼,2018-04-22 05:17,追着公车的少年,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。大帝重心高，倒地很正常~发自虎扑Android客户端,1
120楼,2018-04-22 05:17,科比哈登库里,韦德，这还是你的马，36了，不容易。发自虎扑Android客户端,2
121楼,2018-04-22 05:17,wfmahaoran,这场主场勺子给足面子发自虎扑Android客户端,1
122楼,2018-04-22 05:17,时代先驱拜纳姆,西帝连续蹭了三次之后终于进去了，年轻又如何，我们就是要赢！发自虎扑iPhone客户端,1
123楼,2018-04-22 05:17,现象圣婴冰箱大罗,热火罚球但凡好一点也不至于此，很久没完整的看一场球了，精彩，继续加油，希望打回迈阿密发自手机虎扑 m.hupu.com,1
124楼,2018-04-22 05:17,当门将的好前锋,绞肉机大战，我觉得不管输赢，对于这支76人来说，都是非常有意义的一次提升发自手机虎扑 m.hupu.com,0
125楼,2018-04-22 05:17,howareyou6,76人牛牛牛发自虎扑Android客户端,0
126楼,2018-04-22 05:17,蓝色雨翼,精彩的比赛，不枉我熬夜看球。76人这帮小伙子真的大有可为，还有，雷迪克真的很稳。。。发自虎扑iPhone客户端,0
127楼,2018-04-22 05:18,啊吕识货,韦德老矣，尚能饭否？韦德真的尽力了，但是热火最后几次进攻为什么不选择三分？发自虎扑iPhone客户端,0
128楼,2018-04-22 05:18,BrakeLee,白边关键时刻给你机会打的什么鬼？放了一个扣篮 后来雷迪克投篮竟然不上去扑。。打成这样还抱怨什么？发自虎扑iPhone客户端,2
129楼,2018-04-22 05:18,黑色伤品,真心打不过这帮小年轻啊发自虎扑iPhone客户端,1
130楼,2018-04-22 05:18,Forg1venyrAg,引用5楼 @东风乱舞 发表的:昨天詹姆斯22中10，最后一节12分骑士输2分今天韦德22中10，最后一节12分热火输4分他们依然很强，但未来终究是八九点钟的太阳的...............暗示保罗今天22中10 要输6分？,2473
131楼,2018-04-22 05:18,我在等Monna,输的没什么话说，第四节除了老韦德热火还有人能站出来？发自虎扑iPhone客户端,3
132楼,2018-04-22 05:18,庞Sir,真心好看 最后恩比德终结韦德的那个大帽吹成犯规看不懂 本来是关键性的防守镜头,783
133楼,2018-04-22 05:18,吉利汽车李书福,全队26次失误也能赢球，真实肉眼可见的天赋！发自虎扑Android客户端,1
134楼,2018-04-22 05:18,机枪突突突,末节西蒙斯太秀了，三双拉起反击战线！！好燃啊！！！！发自虎扑Android客户端,1
135楼,2018-04-22 05:18,土影忍者,上半场的比赛辣眼睛 热火各种2加1没问题 只是看不懂各种对大帝的冲撞算怎么回事。发自虎扑iPhone客户端,1
136楼,2018-04-22 05:18,殇月之寒,这可能是韦德最后一场热火主场比赛了，见证传奇发自虎扑iPhone客户端,2
137楼,2018-04-22 05:18,7号球员,今天西帝和大帝用上半场去撞新秀墙，下半场继续教做人发自虎扑iPhone客户端,1
138楼,2018-04-22 05:18,山寨球衣DW3,热火的罚球哎。。。。。。发自虎扑iPhone客户端,0
139楼,2018-04-22 05:18,我爱的人叫cp3,引用32楼 @此身合是闲人未 发表的:据说这就是季后赛的“防守”强度？好吧，照样赢给你看！真jb解气！JJ 伊娃 贝里内利的季后赛经验果然太重要了~西帝关键连续关键得分，只留下大帝一人出席弑君大会~自己给自己加气，自己又给自己解气，哈哈发自虎扑Android客户端,0
140楼,2018-04-22 05:18,穆铁柱的铁柱,不吹不黑这场mvp真是雷迪克，第三节全队迷失的时候全靠他一个人续命发自虎扑Android客户端,1
141楼,2018-04-22 05:18,General潘凤,热火最后的故意罚不进战术被76人识破，最后紧张的我一身冷汗发自虎扑iPhone客户端,0
142楼,2018-04-22 05:18,长弓野马,热火最后的操作看不懂。好歹博个三分啊，俩两分都偏的离谱，感觉放弃了一样发自虎扑iPhone客户端,0
143楼,2018-04-22 05:18,库里就是28,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。理性地说 下半场还好吧 上半场尺度裁判得背锅 下半场裁判紧了就好多了发自虎扑iPhone客户端,7
144楼,2018-04-22 05:18,1317045908,血崩，这会真的是要准备回家了，哎发自虎扑Android客户端,0
145楼,2018-04-22 05:18,社稷狮,席梦思真巨头啊!!!,0
146楼,2018-04-22 05:18,西安余文乐,艰难取胜！今晚熬夜不亏！发自虎扑Android客户端,0
147楼,2018-04-22 05:18,hllyd,西帝终于三双了 韦德依旧是那个迈阿密之王 奈何岁月不饶人啊,1
148楼,2018-04-22 05:18,朕是考辛斯,西蒙斯大帝一攻一防，雷迪克稳如狗，韦德一打五牛逼发自虎扑Android客户端,2
149楼,2018-04-22 05:18,k唐思,哇，爽的一比发自虎扑iPhone客户端,0
150楼,2018-04-22 05:18,公牛FMVP韦德,76人的一周老球迷还喷哨子吗？？？得了便宜就闭嘴了？发自虎扑iPhone客户端,0
151楼,2018-04-22 05:18,不羁一生爱自由,所谓的强度赢不了比赛发自虎扑iPhone客户端,0
152楼,2018-04-22 05:18,Marschenx,感谢热火和76人奉献的精彩比赛！熬夜值的！发自虎扑iPhone客户端,0
153楼,2018-04-22 05:18,面瘫少年艾弗森,这才是季后赛！真精彩！！！76人都这样了还能赢下比赛。雷迪克的表现对得起合同，西蒙斯的表现太成熟了，大帝进攻端低迷防守端永远那么给力。最后，向韦大爷致敬！发自手机虎扑 m.hupu.com,2
154楼,2018-04-22 05:18,hhsgsg123,恩比德拉出去挡拆，大白边真出不来啊，最后这么关键一球，给雷迪克这么大空位？我的妈啊！发自虎扑iPhone客户端,2
155楼,2018-04-22 05:18,陈沫c,西帝上半场碰到了新秀墙了 还好最后一节接管比赛 恩比德牛逼 76人总冠军！！！！！发自虎扑iPhone客户端,1
156楼,2018-04-22 05:18,火箭必夺总冠军,这场看骚韦最后差点带领热火逆转，感觉回到了十几年前，真的泪目，不能要求做的更多了，致敬发自虎扑iPhone客户端,1
157楼,2018-04-22 05:18,Richard汉密尔顿,最后大帝那盖帽真算得上比较干净了发自虎扑iPhone客户端,1
158楼,2018-04-22 05:18,killedd,联盟未来的门面，西帝，表示自己的时代快来了发自虎扑Android客户端,1
159楼,2018-04-22 05:18,Lou1s_Rock,恭喜西帝3双，今天最后看wade拿球就慌，没韦德热火第四节就花了，不过76人总冠军，哈哈发自虎扑iPhone客户端,1
160楼,2018-04-22 05:18,Melon_C,西帝完成了自我救赎啊，希望失误能减少发自虎扑Android客户端,0
161楼,2018-04-22 05:18,卢卡o东契奇,吃了一晚上的屎，终于天亮了,0
162楼,2018-04-22 05:18,火箭控卫保罗,熬夜看球，第一次怒抢赛后，当一波数字人吹。 76人小伙子们好样的！牛逼！热火的铁血甚至脏，上半场好好给76人上了一课。窒息的防守拼抢，占优的哨子，76人非常不适应，失误太特么多了。。。。。这应该也是76人季后赛遇到的最顽强的一次抵抗。但是，我要说但是，76人小伙子做到了，从第三节后半段家有一老伊利亚索瓦的苦苦支撑，到第四节西帝时间，后仰飘逸投篮，居然还能进！！大帝虽然单打糟糕，沮丧的坐在地上像个孩子，但是防守端给予了足够的压迫，一次次的追防，钉板大帽，还玩起了大回环。关键时刻，席梦思时间再次到来，回敬韦德关键2+1，突破滑翔暴扣，三双！太精彩了，太多你来我往，顽强的answer bell！这球打的，过瘾，过瘾呐！最后说句，76人总       算赢了。睡觉！,3
164楼,2018-04-22 05:18,曾志伟大帽姚明,抛开之前发生的事情雷迪克这场是真稳发自虎扑iPhone客户端,0
165楼,2018-04-22 05:18,hilotyo,岁月偷走了我的闪电，但我内心依旧万马奔腾。转自今日腾讯解说致敬韦德发自虎扑Android客户端,2
166楼,2018-04-22 05:18,   哈利路亚s,大帝的护框是真的牛逼！！！！发自虎扑iPhone客户端,1
167楼,2018-04-22 05:18,战天狂舞123,太焦灼了，这比赛。最后时刻把韦德换上来，解说刚说不要对韦德要求太高了，韦德连得8分，大帝虽进攻不中，又失误一次，但最后关键封盖，我觉得没犯规，有了恩比德，防守放心。悬念维持到最后一刻，西蒙斯就不用吹了，顶人后仰都整出来了发自手机虎扑 m.hupu.com,0
169楼,2018-04-22 05:18,loveayas,引用85楼 @JASONTNT 发表的:一帝西来，天外飞仙卧槽，还能这么吹！我的语文水平限制了我的想象力,4
170楼,2018-04-22 05:18,greedywen,大帝今天进攻端对76人是灾难级表现，但防守端对热火也是噩梦一般发自手机虎扑 m.hupu.com,1
171楼,2018-04-22 05:18,Lelalala,贺电贺电！！发自虎扑iPhone客户端,0
173楼,2018-04-22 05:18,三中库里,我真的是爱死本西蒙斯了发自虎扑iPhone客户端,0
174楼,2018-04-22 05:18,永恒的8,这才是季后赛的强度吧！另外，骚韦再一次告诉年轻人大爷还是那个大爷！我想请问一下，最后大帝那个帽，真的犯规了吗？只回放了一次，没怎么看清楚发自虎扑iPhone客户端,0
175楼,2018-04-22 05:18,奥克兰王朝,三分铁成这样，76忍还能客场逆转，西帝666！发自虎扑iPhone客户端,0
176楼,2018-04-22 05:18,TimLee_07,今儿在热线学到个新词“帝少”，大帝的季后赛之旅还是任重道远啊。今天的哨子吹的人别扭韦德还是你大爷啊，5分钟乔丹还是有的，最后时刻不断续命，可惜了发自虎扑iPhone客户端,0
177楼,2018-04-22 05:18,一直很优秀,超巨就是超巨，年龄不管多大，在场上永远是超巨表现。,1
178楼,2018-04-22 05:18,双帝2017,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。直接4-1送他们钓鱼发自虎扑Android客户端,0
179楼,2018-04-22 05:18,彼岸的花开,啥都不说了，76人总冠军！发自虎扑iPhone客户端,0
181楼,2018-04-22 05:19,durantben,大帝进攻端在肉搏当中还是有点吃力，但防守端真的太强势了，这比赛赢得真的硬。发自虎扑Android客户端,1
182楼,2018-04-22 05:19,one2016勒布朗,韦德真是无敌啊，看见76人的表现，让我想起了06年韦德一次又一次冲击篮筐的英姿，岁月不饶人。加油热火，加油76人。发自虎扑Android客户端,1
183楼,2018-04-22 05:19,革命军,这场比赛有可能是韦德的最后一个主场了发自虎扑iPhone客户端,0
184楼,2018-04-22 05:19,我为渣渣代言,最后五分钟，36岁的老韦德对抗整支76人，看一场少一场。。。发自手机虎扑 m.hupu.com,1
185楼,2018-04-22 05:19,你是我滴眼儿,这比赛看的真的tm刺激！！这个夜熬的值得！发自虎扑iPhone客户端,0
186楼,2018-04-22 05:19,周东尼大木杰伦,看到雷公公这个系列赛的表现，确实是快船亏待了他发自虎扑iPhone客户端,0
187楼,2018-04-22 05:19,我科后仰跳投美如画,韦德固然牛逼 西帝历史超巨76人总冠军发自虎扑iPhone客户端,1
